Year,Date,Sector,Observed_sp,Nb_ind,Observers,Nb_observers,Nb_field_hours,Transportation,Field_activity,Notes
2013,164,CAMP 1,Long-tailed Duck ,2,HM,1,4,on foot,around camp,
2013,164,CAMP 1,Long-tailed Jaeger ,3,HM,1,4,on foot,around camp,
2013,164,CAMP 1,Pacific Loon,2,HM,1,4,on foot,around camp,
2013,164,CAMP 1,Sandhill Crane ,9,HM,1,4,on foot,around camp,
2013,165,CAMP 1,American Golden Plover ,2,AB,1,9,on foot,bird nest search and monitoring,
2013,165,CAMP 1,American Pipit ,2,AB,1,9,on foot,bird nest search and monitoring,
2013,165,CAMP 1,Arctic Fox ,1,AB,1,9,on foot,bird nest search and monitoring,
2013,165,CAMP 1,Baird’s Sandpiper,6,AB,1,9,on foot,bird nest search and monitoring,
2013,165,CAMP 1,Common Raven ,1,AB,1,9,on foot,bird nest search and monitoring,
2013,165,CAMP 1,Glaucous Gull ,1,AB,1,9,on foot,bird nest search and monitoring,
2013,165,CAMP 1,Greater Snow Goose,30,AB,1,9,on foot,bird nest search and monitoring,
2013,165,CAMP 1,Horned Lark ,1,AB,1,9,on foot,bird nest search and monitoring,
2013,165,CAMP 1,Lapland Longspur ,40,AB,1,9,on foot,bird nest search and monitoring,
2013,165,CAMP 1,Long-tailed Jaeger ,16,AB,1,9,on foot,bird nest search and monitoring,
2013,165,CAMP 1,Sandhill Crane ,6,AB,1,9,on foot,bird nest search and monitoring,
2013,165,CAMP 1,Snow Bunting ,10,AB,1,9,on foot,bird nest search and monitoring,
2013,165,CAMP 1,American Golden Plover ,2,AR,1,8,on foot,bird nest search and monitoring,
2013,165,CAMP 1,Arctic Fox ,1,AR,1,8,on foot,bird nest search and monitoring,
2013,165,CAMP 1,Baird’s Sandpiper,4,AR,1,8,on foot,bird nest search and monitoring,
2013,165,CAMP 1,Canada Goose,2,AR,1,8,on foot,bird nest search and monitoring,possibly Cackling Geese
2013,165,CAMP 1,Common Raven ,3,AR,1,8,on foot,bird nest search and monitoring,
2013,165,CAMP 1,Glaucous Gull ,15,AR,1,8,on foot,bird nest search and monitoring,
2013,165,CAMP 1,Greater Snow Goose,50,AR,1,8,on foot,bird nest search and monitoring,
2013,165,CAMP 1,Horned Lark ,2,AR,1,8,on foot,bird nest search and monitoring,
2013,165,CAMP 1,King Eider,6,AR,1,8,on foot,bird nest search and monitoring,
2013,165,CAMP 1,Lapland Longspur ,25,AR,1,8,on foot,bird nest search and monitoring,
2013,165,CAMP 1,Long-tailed Duck ,12,AR,1,8,on foot,bird nest search and monitoring,
2013,165,CAMP 1,Long-tailed Jaeger ,6,AR,1,8,on foot,bird nest search and monitoring,
2013,165,CAMP 1,Pacific Loon,1,AR,1,8,on foot,bird nest search and monitoring,
2013,165,CAMP 1,Parasitic Jaeger ,3,AR,1,8,on foot,bird nest search and monitoring,
2013,165,CAMP 1,Rock Ptarmigan ,1,AR,1,8,on foot,bird nest search and monitoring,
2013,165,CAMP 1,Sandhill Crane ,6,AR,1,8,on foot,bird nest search and monitoring,
2013,165,CAMP 1,American Golden Plover ,2,FSG,1,7,on foot,bird nest search and monitoring,
2013,165,CAMP 1,Baird’s Sandpiper,6,FSG,1,7,on foot,bird nest search and monitoring,
2013,165,CAMP 1,Canada Goose,4,FSG,1,7,on foot,bird nest search and monitoring,possibly Cackling Geese
2013,165,CAMP 1,Common Raven ,1,FSG,1,7,on foot,bird nest search and monitoring,
2013,165,CAMP 1,Glaucous Gull ,8,FSG,1,7,on foot,bird nest search and monitoring,
2013,165,CAMP 1,Greater Snow Goose,40,FSG,1,7,on foot,bird nest search and monitoring,
2013,165,CAMP 1,Lapland Longspur ,50,FSG,1,7,on foot,bird nest search and monitoring,
2013,165,CAMP 1,Long-tailed Duck ,2,FSG,1,7,on foot,bird nest search and monitoring,
2013,165,CAMP 1,Long-tailed Jaeger ,4,FSG,1,7,on foot,bird nest search and monitoring,
2013,165,CAMP 1,Pacific Loon,2,FSG,1,7,on foot,bird nest search and monitoring,
2013,165,CAMP 1,Pectoral Sandpiper ,2,FSG,1,7,on foot,bird nest search and monitoring,
2013,165,CAMP 1,Red-throated Loon,1,FSG,1,7,on foot,bird nest search and monitoring,
2013,165,CAMP 1,Sandhill Crane ,6,FSG,1,7,on foot,bird nest search and monitoring,
2013,165,CAMP 1,White-rumped Sandpiper,6,FSG,1,7,on foot,bird nest search and monitoring,
2013,165,CAMP 1,Arctic Fox ,1,HM,1,4,on foot,NA,
2013,165,CAMP 1,Baird’s Sandpiper,1,HM,1,4,on foot,NA,"at least 1, exact number not recorded by observer"
2013,165,CAMP 1,Black-bellied Plover ,2,HM,1,4,on foot,NA,
2013,165,CAMP 1,Canada Goose,4,HM,1,4,on foot,NA,possibly Cackling Geese
2013,165,CAMP 1,Common Raven ,1,HM,1,4,on foot,NA,
2013,165,CAMP 1,Glaucous Gull ,1,HM,1,4,on foot,NA,"at least 1, exact number not recorded by observer"
2013,165,CAMP 1,King Eider,3,HM,1,4,on foot,NA,
2013,165,CAMP 1,Lapland Longspur ,1,HM,1,4,on foot,NA,"at least 1, exact number not recorded by observer"
2013,165,CAMP 1,Long-tailed Duck ,20,HM,1,4,on foot,NA,
2013,165,CAMP 1,Long-tailed Jaeger ,8,HM,1,4,on foot,NA,
2013,165,CAMP 1,Pacific Loon,2,HM,1,4,on foot,NA,
2013,165,CAMP 1,Red Knot ,2,HM,1,4,on foot,NA,
2013,165,CAMP 1,Red-throated Loon,1,HM,1,4,on foot,NA,
2013,165,CAMP 1,Ruddy Turnstone ,2,HM,1,4,on foot,NA,
2013,165,CAMP 1,Sandhill Crane ,10,HM,1,4,on foot,NA,
2013,165,CAMP 1,White-rumped Sandpiper,2,HM,1,4,on foot,NA,
2013,165,CAMP 1,American Golden Plover ,6,JFL,1,6,on foot,bird nest search and monitoring,
2013,165,CAMP 1,Arctic Fox ,1,JFL,1,6,on foot,bird nest search and monitoring,
2013,165,CAMP 1,Canada Goose,2,JFL,1,6,on foot,bird nest search and monitoring,possibly Cackling Geese
2013,165,CAMP 1,Common Raven ,1,JFL,1,6,on foot,bird nest search and monitoring,
2013,165,CAMP 1,Glaucous Gull ,5,JFL,1,6,on foot,bird nest search and monitoring,
2013,165,CAMP 1,Greater Snow Goose,60,JFL,1,6,on foot,bird nest search and monitoring,
2013,165,CAMP 1,Horned Lark ,5,JFL,1,6,on foot,bird nest search and monitoring,
2013,165,CAMP 1,King Eider,2,JFL,1,6,on foot,bird nest search and monitoring,
2013,165,CAMP 1,Lapland Longspur ,50,JFL,1,6,on foot,bird nest search and monitoring,
2013,165,CAMP 1,Long-tailed Duck ,8,JFL,1,6,on foot,bird nest search and monitoring,
2013,165,CAMP 1,Long-tailed Jaeger ,10,JFL,1,6,on foot,bird nest search and monitoring,
2013,165,CAMP 1,Pacific Loon,2,JFL,1,6,on foot,bird nest search and monitoring,
2013,165,CAMP 1,Pectoral Sandpiper ,4,JFL,1,6,on foot,bird nest search and monitoring,
2013,165,CAMP 1,Sandhill Crane ,8,JFL,1,6,on foot,bird nest search and monitoring,
2013,165,CAMP 1,White-rumped Sandpiper,2,JFL,1,6,on foot,bird nest search and monitoring,
2013,165,CAMP 2,American Golden Plover ,15,DJLB-PRB,2,12,on foot,bird nest search and monitoring,
2013,165,CAMP 2,Baird’s Sandpiper,4,DJLB-PRB,2,12,on foot,bird nest search and monitoring,
2013,165,CAMP 2,Cackling Goose,1,DJLB-PRB,2,12,on foot,bird nest search and monitoring,
2013,165,CAMP 2,Common Raven ,10,DJLB-PRB,2,12,on foot,bird nest search and monitoring,
2013,165,CAMP 2,Common Ringed Plover,2,DJLB-PRB,2,12,on foot,bird nest search and monitoring,
2013,165,CAMP 2,Glaucous Gull ,8,DJLB-PRB,2,12,on foot,bird nest search and monitoring,
2013,165,CAMP 2,Greater Snow Goose,800,DJLB-PRB,2,12,on foot,bird nest search and monitoring,
2013,165,CAMP 2,Horned Lark ,6,DJLB-PRB,2,12,on foot,bird nest search and monitoring,
2013,165,CAMP 2,Lapland Longspur ,35,DJLB-PRB,2,12,on foot,bird nest search and monitoring,
2013,165,CAMP 2,Long-tailed Duck ,5,DJLB-PRB,2,12,on foot,bird nest search and monitoring,
2013,165,CAMP 2,Long-tailed Jaeger ,10,DJLB-PRB,2,12,on foot,bird nest search and monitoring,
2013,165,CAMP 2,Parasitic Jaeger ,2,DJLB-PRB,2,12,on foot,bird nest search and monitoring,
2013,165,CAMP 2,Pectoral Sandpiper ,4,DJLB-PRB,2,12,on foot,bird nest search and monitoring,
2013,165,CAMP 2,Peregrine Falcon,1,DJLB-PRB,2,12,on foot,bird nest search and monitoring,
2013,165,CAMP 2,Sandhill Crane ,1,DJLB-PRB,2,12,on foot,bird nest search and monitoring,
2013,165,CAMP 2,Tundra Swan ,2,DJLB-PRB,2,12,on foot,bird nest search and monitoring,
2013,165,CAMP 2,White-rumped Sandpiper,22,DJLB-PRB,2,12,on foot,bird nest search and monitoring,
2013,166,CAMP 1,Arctic Fox ,1,AR,1,9,on foot,plant sampling,
2013,166,CAMP 1,Baird’s Sandpiper,4,AR,1,9,on foot,plant sampling,
2013,166,CAMP 1,Glaucous Gull ,6,AR,1,9,on foot,plant sampling,
2013,166,CAMP 1,Greater Snow Goose,15,AR,1,9,on foot,plant sampling,
2013,166,CAMP 1,King Eider,4,AR,1,9,on foot,plant sampling,
2013,166,CAMP 1,Lapland Longspur ,10,AR,1,9,on foot,plant sampling,
2013,166,CAMP 1,Long-tailed Duck ,8,AR,1,9,on foot,plant sampling,
2013,166,CAMP 1,Long-tailed Jaeger ,6,AR,1,9,on foot,plant sampling,
2013,166,CAMP 1,Pacific Loon,2,AR,1,9,on foot,plant sampling,
2013,166,CAMP 1,Sandhill Crane ,3,AR,1,9,on foot,plant sampling,
2013,166,CAMP 1,Arctic Fox ,1,DFA,1,2.5,on foot,lemming live trapping,
2013,166,CAMP 1,Baird’s Sandpiper,2,DFA,1,2.5,on foot,lemming live trapping,
2013,166,CAMP 1,Canada Goose,2,DFA,1,2.5,on foot,lemming live trapping,possibly Cackling Geese
2013,166,CAMP 1,Greater Snow Goose,10,DFA,1,2.5,on foot,lemming live trapping,
2013,166,CAMP 1,King Eider,2,DFA,1,2.5,on foot,lemming live trapping,
2013,166,CAMP 1,Lapland Longspur ,10,DFA,1,2.5,on foot,lemming live trapping,
2013,166,CAMP 1,Long-tailed Duck ,2,DFA,1,2.5,on foot,lemming live trapping,
2013,166,CAMP 1,Long-tailed Jaeger ,4,DFA,1,2.5,on foot,lemming live trapping,
2013,166,CAMP 1,Sandhill Crane ,1,DFA,1,2.5,on foot,lemming live trapping,
2013,166,CAMP 1,Baird’s Sandpiper,7,FSG,1,7,on foot,bird nest search and monitoring,
2013,166,CAMP 1,Canada Goose,2,FSG,1,7,on foot,bird nest search and monitoring,possibly Cackling Geese
2013,166,CAMP 1,Glaucous Gull ,12,FSG,1,7,on foot,bird nest search and monitoring,
2013,166,CAMP 1,Greater Snow Goose,20,FSG,1,7,on foot,bird nest search and monitoring,
2013,166,CAMP 1,Horned Lark ,1,FSG,1,7,on foot,bird nest search and monitoring,
2013,166,CAMP 1,King Eider,4,FSG,1,7,on foot,bird nest search and monitoring,
2013,166,CAMP 1,Lapland Longspur ,40,FSG,1,7,on foot,bird nest search and monitoring,
2013,166,CAMP 1,Long-tailed Duck ,8,FSG,1,7,on foot,bird nest search and monitoring,
2013,166,CAMP 1,Long-tailed Jaeger ,5,FSG,1,7,on foot,bird nest search and monitoring,
2013,166,CAMP 1,Pacific Loon,2,FSG,1,7,on foot,bird nest search and monitoring,
2013,166,CAMP 1,Pectoral Sandpiper ,2,FSG,1,7,on foot,bird nest search and monitoring,
2013,166,CAMP 1,Sandhill Crane ,4,FSG,1,7,on foot,bird nest search and monitoring,
2013,166,CAMP 1,American Golden Plover ,1,HM,1,2.5,on foot,NA,
2013,166,CAMP 1,Baird’s Sandpiper,1,HM,1,2.5,on foot,NA,at least 1 but number not specified by observer
2013,166,CAMP 1,Glaucous Gull ,1,HM,1,2.5,on foot,NA,at least 1 but number not specified by observer
2013,166,CAMP 1,Horned Lark ,1,HM,1,2.5,on foot,NA,
2013,166,CAMP 1,King Eider,3,HM,1,2.5,on foot,NA,
2013,166,CAMP 1,Lapland Longspur ,1,HM,1,2.5,on foot,NA,at least 1 but number not specified by observer
2013,166,CAMP 1,Long-tailed Duck ,1,HM,1,2.5,on foot,NA,at least 1 but number not specified by observer
2013,166,CAMP 1,Long-tailed Jaeger ,1,HM,1,2.5,on foot,NA,at least 1 but number not specified by observer
2013,166,CAMP 2,American Golden Plover ,17,DJLB,1,8,on foot,bird nest search and monitoring,
2013,166,CAMP 2,Arctic Fox ,1,DJLB,1,8,on foot,bird nest search and monitoring,
2013,166,CAMP 2,Baird’s Sandpiper,1,DJLB,1,8,on foot,bird nest search and monitoring,
2013,166,CAMP 2,Black-bellied Plover ,4,DJLB,1,8,on foot,bird nest search and monitoring,
2013,166,CAMP 2,Cackling Goose,2,DJLB,1,8,on foot,bird nest search and monitoring,
2013,166,CAMP 2,Common Raven ,7,DJLB,1,8,on foot,bird nest search and monitoring,
2013,166,CAMP 2,Common Ringed Plover,1,DJLB,1,8,on foot,bird nest search and monitoring,
2013,166,CAMP 2,Glaucous Gull ,6,DJLB,1,8,on foot,bird nest search and monitoring,
2013,166,CAMP 2,Greater Snow Goose,1200,DJLB,1,8,on foot,bird nest search and monitoring,
2013,166,CAMP 2,Horned Lark ,2,DJLB,1,8,on foot,bird nest search and monitoring,
2013,166,CAMP 2,Lapland Longspur ,30,DJLB,1,8,on foot,bird nest search and monitoring,
2013,166,CAMP 2,Long-tailed Duck ,4,DJLB,1,8,on foot,bird nest search and monitoring,
2013,166,CAMP 2,Long-tailed Jaeger ,7,DJLB,1,8,on foot,bird nest search and monitoring,
2013,166,CAMP 2,Parasitic Jaeger ,4,DJLB,1,8,on foot,bird nest search and monitoring,
2013,166,CAMP 2,Pectoral Sandpiper ,2,DJLB,1,8,on foot,bird nest search and monitoring,
2013,166,CAMP 2,Red Knot ,3,DJLB,1,8,on foot,bird nest search and monitoring,
2013,166,CAMP 2,Sandhill Crane ,1,DJLB,1,8,on foot,bird nest search and monitoring,
2013,166,CAMP 2,White-rumped Sandpiper,14,DJLB,1,8,on foot,bird nest search and monitoring,
2013,166,CAMP 2,American Golden Plover ,2,PRB,1,4.5,on foot,bird nest search and monitoring,
2013,166,CAMP 2,Arctic Fox ,1,PRB,1,4.5,on foot,bird nest search and monitoring,
2013,166,CAMP 2,Common Raven ,10,PRB,1,4.5,on foot,bird nest search and monitoring,
2013,166,CAMP 2,Common Ringed Plover,2,PRB,1,4.5,on foot,bird nest search and monitoring,
2013,166,CAMP 2,Glaucous Gull ,3,PRB,1,4.5,on foot,bird nest search and monitoring,
2013,166,CAMP 2,Horned Lark ,6,PRB,1,4.5,on foot,bird nest search and monitoring,
2013,166,CAMP 2,King Eider,4,PRB,1,4.5,on foot,bird nest search and monitoring,
2013,166,CAMP 2,Lapland Longspur ,20,PRB,1,4.5,on foot,bird nest search and monitoring,
2013,166,CAMP 2,Long-tailed Duck ,3,PRB,1,4.5,on foot,bird nest search and monitoring,
2013,166,CAMP 2,Long-tailed Jaeger ,7,PRB,1,4.5,on foot,bird nest search and monitoring,
2013,166,CAMP 2,Pacific Loon,1,PRB,1,4.5,on foot,bird nest search and monitoring,
2013,166,CAMP 2,Parasitic Jaeger ,2,PRB,1,4.5,on foot,bird nest search and monitoring,
2013,166,CAMP 2,White-rumped Sandpiper,1,PRB,1,4.5,on foot,bird nest search and monitoring,
2013,167,CAMP 1,Baird’s Sandpiper,4,AR,1,5,on foot,lemming survey,
2013,167,CAMP 1,Canada Goose,3,AR,1,5,on foot,lemming survey,possibly Cackling Geese
2013,167,CAMP 1,Glaucous Gull ,40,AR,1,5,on foot,lemming survey,
2013,167,CAMP 1,Greater Snow Goose,15,AR,1,5,on foot,lemming survey,
2013,167,CAMP 1,King Eider,6,AR,1,5,on foot,lemming survey,
2013,167,CAMP 1,Lapland Longspur ,20,AR,1,5,on foot,lemming survey,
2013,167,CAMP 1,Long-tailed Duck ,20,AR,1,5,on foot,lemming survey,
2013,167,CAMP 1,Long-tailed Jaeger ,25,AR,1,5,on foot,lemming survey,
2013,167,CAMP 1,Sandhill Crane ,4,AR,1,5,on foot,lemming survey,
2013,167,CAMP 1,American Golden Plover ,2,FSG,1,8,on foot,bird nest search and monitoring,
2013,167,CAMP 1,Baird’s Sandpiper,7,FSG,1,8,on foot,bird nest search and monitoring,
2013,167,CAMP 1,Canada Goose,4,FSG,1,8,on foot,bird nest search and monitoring,possibly Cackling Geese
2013,167,CAMP 1,Glaucous Gull ,10,FSG,1,8,on foot,bird nest search and monitoring,
2013,167,CAMP 1,Greater Snow Goose,32,FSG,1,8,on foot,bird nest search and monitoring,
2013,167,CAMP 1,Horned Lark ,5,FSG,1,8,on foot,bird nest search and monitoring,
2013,167,CAMP 1,King Eider,2,FSG,1,8,on foot,bird nest search and monitoring,
2013,167,CAMP 1,Lapland Longspur ,40,FSG,1,8,on foot,bird nest search and monitoring,
2013,167,CAMP 1,Long-tailed Duck ,12,FSG,1,8,on foot,bird nest search and monitoring,
2013,167,CAMP 1,Long-tailed Jaeger ,9,FSG,1,8,on foot,bird nest search and monitoring,
2013,167,CAMP 1,Pacific Loon,2,FSG,1,8,on foot,bird nest search and monitoring,
2013,167,CAMP 1,Sandhill Crane ,8,FSG,1,8,on foot,bird nest search and monitoring,
2013,167,CAMP 1,American Golden Plover ,3,HM,1,4,on foot,NA,
2013,167,CAMP 1,Baird’s Sandpiper,1,HM,1,4,on foot,NA,at least 1 but number not specified by observer
2013,167,CAMP 1,Common Raven ,1,HM,1,4,on foot,NA,
2013,167,CAMP 1,King Eider,2,HM,1,4,on foot,NA,
2013,167,CAMP 1,Lapland Longspur ,1,HM,1,4,on foot,NA,at least 1 but number not specified by observer
2013,167,CAMP 1,Long-tailed Duck ,1,HM,1,4,on foot,NA,at least 1 but number not specified by observer
2013,167,CAMP 1,Sandhill Crane ,1,HM,1,4,on foot,NA,at least 1 but number not specified by observer
2013,167,CAMP 1,White-rumped Sandpiper,1,HM,1,4,on foot,NA,
2013,167,CAMP 1,American Golden Plover ,2,JFL,1,8,on foot,bird nest search and monitoring,
2013,167,CAMP 1,Baird’s Sandpiper,10,JFL,1,8,on foot,bird nest search and monitoring,
2013,167,CAMP 1,Glaucous Gull ,2,JFL,1,8,on foot,bird nest search and monitoring,
2013,167,CAMP 1,Greater Snow Goose,25,JFL,1,8,on foot,bird nest search and monitoring,
2013,167,CAMP 1,Horned Lark ,6,JFL,1,8,on foot,bird nest search and monitoring,
2013,167,CAMP 1,Lapland Longspur ,35,JFL,1,8,on foot,bird nest search and monitoring,
2013,167,CAMP 1,Long-tailed Duck ,6,JFL,1,8,on foot,bird nest search and monitoring,
2013,167,CAMP 1,Long-tailed Jaeger ,10,JFL,1,8,on foot,bird nest search and monitoring,
2013,167,CAMP 1,Pectoral Sandpiper ,3,JFL,1,8,on foot,bird nest search and monitoring,
2013,167,CAMP 1,Sandhill Crane ,4,JFL,1,8,on foot,bird nest search and monitoring,
2013,167,CAMP 2,American Golden Plover ,13,DJLB,1,7.5,on foot,bird nest search and monitoring,
2013,167,CAMP 2,Arctic Fox ,1,DJLB,1,7.5,on foot,bird nest search and monitoring,
2013,167,CAMP 2,Baird’s Sandpiper,2,DJLB,1,7.5,on foot,bird nest search and monitoring,
2013,167,CAMP 2,Common Raven ,8,DJLB,1,7.5,on foot,bird nest search and monitoring,
2013,167,CAMP 2,Glaucous Gull ,11,DJLB,1,7.5,on foot,bird nest search and monitoring,
2013,167,CAMP 2,Greater Snow Goose,800,DJLB,1,7.5,on foot,bird nest search and monitoring,
2013,167,CAMP 2,Horned Lark ,3,DJLB,1,7.5,on foot,bird nest search and monitoring,
2013,167,CAMP 2,Lapland Longspur ,30,DJLB,1,7.5,on foot,bird nest search and monitoring,
2013,167,CAMP 2,Long-tailed Duck ,4,DJLB,1,7.5,on foot,bird nest search and monitoring,
2013,167,CAMP 2,Long-tailed Jaeger ,5,DJLB,1,7.5,on foot,bird nest search and monitoring,
2013,167,CAMP 2,Parasitic Jaeger ,2,DJLB,1,7.5,on foot,bird nest search and monitoring,
2013,167,CAMP 2,Pectoral Sandpiper ,3,DJLB,1,7.5,on foot,bird nest search and monitoring,
2013,167,CAMP 2,Peregrine Falcon,1,DJLB,1,7.5,on foot,bird nest search and monitoring,
2013,167,CAMP 2,Snow Bunting ,1,DJLB,1,7.5,on foot,bird nest search and monitoring,
2013,167,CAMP 2,White-rumped Sandpiper,14,DJLB,1,7.5,on foot,bird nest search and monitoring,
2013,167,CAMP 2,American Golden Plover ,14,PRB,1,7.5,on foot,bird nest search and monitoring,
2013,167,CAMP 2,Common Raven ,4,PRB,1,7.5,on foot,bird nest search and monitoring,
2013,167,CAMP 2,Glaucous Gull ,2,PRB,1,7.5,on foot,bird nest search and monitoring,
2013,167,CAMP 2,Lapland Longspur ,30,PRB,1,7.5,on foot,bird nest search and monitoring,
2013,167,CAMP 2,Long-tailed Duck ,3,PRB,1,7.5,on foot,bird nest search and monitoring,
2013,167,CAMP 2,Long-tailed Jaeger ,12,PRB,1,7.5,on foot,bird nest search and monitoring,
2013,167,CAMP 2,Parasitic Jaeger ,5,PRB,1,7.5,on foot,bird nest search and monitoring,
2013,167,CAMP 2,Pectoral Sandpiper ,1,PRB,1,7.5,on foot,bird nest search and monitoring,
2013,167,CAMP 2,White-rumped Sandpiper,9,PRB,1,7.5,on foot,bird nest search and monitoring,
2013,168,CAMP 1,Arctic Fox ,1,AR,1,4,on foot,bird nest search and monitoring,
2013,168,CAMP 1,Baird’s Sandpiper,2,AR,1,4,on foot,bird nest search and monitoring,
2013,168,CAMP 1,Glaucous Gull ,8,AR,1,4,on foot,bird nest search and monitoring,
2013,168,CAMP 1,Greater Snow Goose,6,AR,1,4,on foot,bird nest search and monitoring,
2013,168,CAMP 1,Lapland Longspur ,6,AR,1,4,on foot,bird nest search and monitoring,
2013,168,CAMP 1,Long-tailed Duck ,4,AR,1,4,on foot,bird nest search and monitoring,
2013,168,CAMP 1,Long-tailed Jaeger ,4,AR,1,4,on foot,bird nest search and monitoring,
2013,168,CAMP 1,Sandhill Crane ,1,AR,1,4,on foot,bird nest search and monitoring,
2013,168,CAMP 1,American Pipit ,1,FSG,1,8,on foot,bird nest search and monitoring,
2013,168,CAMP 1,Baird’s Sandpiper,11,FSG,1,8,on foot,bird nest search and monitoring,
2013,168,CAMP 1,Greater Snow Goose,38,FSG,1,8,on foot,bird nest search and monitoring,
2013,168,CAMP 1,King Eider,3,FSG,1,8,on foot,bird nest search and monitoring,
2013,168,CAMP 1,Lapland Longspur ,30,FSG,1,8,on foot,bird nest search and monitoring,
2013,168,CAMP 1,Long-tailed Duck ,2,FSG,1,8,on foot,bird nest search and monitoring,
2013,168,CAMP 1,Long-tailed Jaeger ,4,FSG,1,8,on foot,bird nest search and monitoring,
2013,168,CAMP 1,Parasitic Jaeger ,1,FSG,1,8,on foot,bird nest search and monitoring,
2013,168,CAMP 1,Pectoral Sandpiper ,1,FSG,1,8,on foot,bird nest search and monitoring,
2013,168,CAMP 1,Sandhill Crane ,6,FSG,1,8,on foot,bird nest search and monitoring,
2013,168,CAMP 1,White-rumped Sandpiper,5,FSG,1,8,on foot,bird nest search and monitoring,
2013,168,CAMP 1,Baird’s Sandpiper,1,HM,1,0.5,on foot,NA,at least 1 but number not specified by observer
2013,168,CAMP 1,Glaucous Gull ,1,HM,1,0.5,on foot,NA,at least 1 but number not specified by observer
2013,168,CAMP 1,Horned Lark ,2,HM,1,0.5,on foot,NA,
2013,168,CAMP 1,Lapland Longspur ,1,HM,1,0.5,on foot,NA,at least 1 but number not specified by observer
2013,168,CAMP 1,Long-tailed Duck ,1,HM,1,0.5,on foot,NA,at least 1 but number not specified by observer
2013,168,CAMP 1,Long-tailed Jaeger ,3,HM,1,0.5,on foot,NA,
2013,168,CAMP 1,Sandhill Crane ,1,HM,1,0.5,on foot,NA,at least 1 but number not specified by observer
2013,168,CAMP 1,American Golden Plover ,6,JFL,1,8,on foot,bird nest search and monitoring,
2013,168,CAMP 1,Arctic Fox ,1,JFL,1,8,on foot,bird nest search and monitoring,
2013,168,CAMP 1,Baird’s Sandpiper,10,JFL,1,8,on foot,bird nest search and monitoring,
2013,168,CAMP 1,Canada Goose,3,JFL,1,8,on foot,bird nest search and monitoring,possibly Cackling Geese
2013,168,CAMP 1,Common Raven ,1,JFL,1,8,on foot,bird nest search and monitoring,
2013,168,CAMP 1,Glaucous Gull ,8,JFL,1,8,on foot,bird nest search and monitoring,
2013,168,CAMP 1,Greater Snow Goose,50,JFL,1,8,on foot,bird nest search and monitoring,
2013,168,CAMP 1,Horned Lark ,5,JFL,1,8,on foot,bird nest search and monitoring,
2013,168,CAMP 1,King Eider,3,JFL,1,8,on foot,bird nest search and monitoring,
2013,168,CAMP 1,Lapland Longspur ,25,JFL,1,8,on foot,bird nest search and monitoring,
2013,168,CAMP 1,Long-tailed Duck ,12,JFL,1,8,on foot,bird nest search and monitoring,
2013,168,CAMP 1,Long-tailed Jaeger ,15,JFL,1,8,on foot,bird nest search and monitoring,
2013,168,CAMP 1,Pectoral Sandpiper ,3,JFL,1,8,on foot,bird nest search and monitoring,
2013,168,CAMP 1,Sandhill Crane ,4,JFL,1,8,on foot,bird nest search and monitoring,
2013,168,CAMP 2,American Golden Plover ,10,DJLB,1,8,on foot,bird nest search and monitoring,
2013,168,CAMP 2,Arctic Fox ,1,DJLB,1,8,on foot,bird nest search and monitoring,
2013,168,CAMP 2,Baird’s Sandpiper,1,DJLB,1,8,on foot,bird nest search and monitoring,
2013,168,CAMP 2,Black-bellied Plover ,8,DJLB,1,8,on foot,bird nest search and monitoring,
2013,168,CAMP 2,Cackling Goose,1,DJLB,1,8,on foot,bird nest search and monitoring,
2013,168,CAMP 2,Common Raven ,21,DJLB,1,8,on foot,bird nest search and monitoring,
2013,168,CAMP 2,Common Ringed Plover,2,DJLB,1,8,on foot,bird nest search and monitoring,
2013,168,CAMP 2,Glaucous Gull ,14,DJLB,1,8,on foot,bird nest search and monitoring,
2013,168,CAMP 2,Greater Snow Goose,2000,DJLB,1,8,on foot,bird nest search and monitoring,
2013,168,CAMP 2,Horned Lark ,1,DJLB,1,8,on foot,bird nest search and monitoring,
2013,168,CAMP 2,King Eider,7,DJLB,1,8,on foot,bird nest search and monitoring,
2013,168,CAMP 2,Lapland Longspur ,28,DJLB,1,8,on foot,bird nest search and monitoring,
2013,168,CAMP 2,Long-tailed Duck ,8,DJLB,1,8,on foot,bird nest search and monitoring,
2013,168,CAMP 2,Long-tailed Jaeger ,31,DJLB,1,8,on foot,bird nest search and monitoring,
2013,168,CAMP 2,Parasitic Jaeger ,6,DJLB,1,8,on foot,bird nest search and monitoring,
2013,168,CAMP 2,Pectoral Sandpiper ,1,DJLB,1,8,on foot,bird nest search and monitoring,
2013,168,CAMP 2,Red Knot ,2,DJLB,1,8,on foot,bird nest search and monitoring,
2013,168,CAMP 2,Rough-legged Hawk,1,DJLB,1,8,on foot,bird nest search and monitoring,
2013,168,CAMP 2,Ruddy Turnstone ,1,DJLB,1,8,on foot,bird nest search and monitoring,
2013,168,CAMP 2,Sandhill Crane ,2,DJLB,1,8,on foot,bird nest search and monitoring,
2013,168,CAMP 2,White-rumped Sandpiper,8,DJLB,1,8,on foot,bird nest search and monitoring,
2013,168,CAMP 2,American Golden Plover ,9,PRB,1,8,on foot,bird nest search and monitoring,
2013,168,CAMP 2,Arctic Fox ,1,PRB,1,8,on foot,bird nest search and monitoring,
